"Company";"TypeName";"Inches";"resolution_width";"resolution_height";"is_touchscreen";"cpu_brand";"cpu_name";"cpu_speed";"Ram";"memory_type";"primary_storage";"secondary_storage";"gpu_brand";"gpu_name";"OpSys";"Weight";"Price";"Index";"ppi"
"Asus";"Netbook";11.6;1366;768;0;"Intel";"Celeron Dual";1.1;2;"Flash Storage";32;0;"Intel";" HD Graphics 500";"windows";1.1;13054;516;135
"HP";"Notebook";15.6;1366;768;1;"Intel";"Core i5";1.6;4;"HDD";1024;0;"Intel";" UHD Graphics 620";"windows";2.04;27784;517;100
"Asus";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;24;"SSD";512;0;"Nvidia";" GeForce GTX1080";"windows";2.24;158135;518;141
"HP";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Nvidia";" GeForce 930MX";"windows";2.04;47366;519;141
"Asus";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";" GeForce GTX1050 Ti";"windows";3.0;80133;520;127
"Lenovo";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;8;"Hybrid";256;1024;"Nvidia";" GeForce GTX 1060";"windows";3.2;74539;521;141
"HP";"Ultrabook";13.3;1920;1080;0;"Intel";"Core i7";2.7;8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";1.32;74539;522;166
"Dell";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";2.6;8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";1.64;68184;523;157
"HP";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.0;4;"SSD";128;0;"Intel";" HD Graphics 520";"windows";1.63;36710;524;100
"Dell";"Notebook";17.3;1920;1080;0;"Intel";"Core i5";1.6;8;"Hybrid";128;1024;"AMD";" Radeon 530";"linux";2.8;47366;525;127
"Lenovo";"Notebook";24.0;1920;1080;0;"Intel";"Core i5";2.3;8;"SSD";256;0;"Intel";" HD Graphics 520";"windows";2.02;71395;526;92
"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.7;4;"HDD";1024;0;"Nvidia";" GeForce 920MX";"windows";2.2;42571;527;141
"Lenovo";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.0;8;"HDD";2048;0;"Nvidia";" GeForce 920MX ";"other";2.2;24456;528;100
"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;4;"HDD";500;0;"AMD";" Radeon R5 M430";"windows";2.3;31169;529;141
"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.8;8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";1.9;73367;530;141
"Dell";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;16;"Hybrid";128;1024;"Nvidia";" GeForce GTX 1070";"windows";4.42;160520;531;127
"Toshiba";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"HDD";500;0;"Intel";" HD Graphics 620";"windows";2.0;45821;532;141
"Asus";"Notebook";15.6;3840;2160;0;"Intel";"Core i7";2.7;8;"Hybrid";256;1024;"Nvidia";" GeForce GTX 960M";"windows";2.0;69211;533;282
"Mediacom";"Notebook";13.3;1920;1080;0;"Intel";"Celeron Quad";1.1;4;"SSD";32;0;"Intel";" HD Graphics 500";"windows";1.2;19660;534;166
"Asus";"Gaming";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"Hybrid";128;1024;"Nvidia";" GeForce GTX 1060";"windows";2.3;87859;535;141
"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.8;8;"SSD";256;0;"Nvidia";" GeForce 930MX";"windows";1.93;72940;536;141
"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";1.6;8;"SSD";256;0;"AMD";" Radeon 530";"windows";2.2;42486;537;141
"HP";"Notebook";15.6;1920;1080;0;"Intel";"Pentium Quad";1.6;4;"SSD";256;0;"Intel";" HD Graphics 405";"windows";1.86;21258;538;141
"HP";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;12;"HDD";1024;0;"Nvidia";" GeForce GTX 1060";"windows";2.62;95851;539;127
"Lenovo";"Notebook";14.0;1920;1080;0;"Intel";"Core i7";2.7;8;"SSD";256;0;"Nvidia";" GeForce 940MX";"windows";1.87;45768;540;157
"Dell";"Ultrabook";13.3;3200;1800;1;"Intel";"Core i7";1.8;8;"SSD";256;0;"Intel";" UHD Graphics 620";"windows";1.2;74539;541;276
"Dell";"Notebook";14.0;1920;1080;0;"Intel";"Core i3";2.0;4;"SSD";128;0;"Intel";" HD Graphics 520";"windows";1.6;39207;542;157
"HP";"Ultrabook";13.3;3200;1800;0;"Intel";"Core i7";2.7;8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";1.34;61006;543;276
"Acer";"Gaming";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"HDD";1024;0;"Nvidia";" GeForce GTX 1050";"linux";2.4;42517;544;141
"Asus";"Notebook";15.6;1366;768;0;"AMD";"E-Series 7110";1.8;4;"HDD";500;0;"AMD";" Radeon R2 Graphics";"windows";2.0;18595;545;100
"HP";"Notebook";15.6;1920;1080;0;"Intel";"Core i3";2.4;4;"SSD";128;0;"Intel";" HD Graphics 620";"windows";2.1;37589;546;141
"Lenovo";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";2.5;4;"HDD";500;0;"Intel";" HD Graphics 620";"windows";1.87;41825;547;157
"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.3;4;"HDD";1024;0;"Intel";" HD Graphics 520";"other";2.15;24634;548;141
"HP";"Notebook";15.6;1920;1080;0;"Intel";"Core i3";2.0;4;"HDD";500;0;"Intel";" HD Graphics 520";"windows";1.86;21152;549;141
"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.7;8;"SSD";512;0;"Intel";" HD Graphics 620";"windows";1.99;92121;550;141
"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i3";2.0;4;"SSD";128;0;"Intel";" HD Graphics 520";"windows";2.2;26587;551;141
"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";1.9;59513;552;141
"Dell";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";" GeForce GTX 1070";"windows";4.42;143803;553;127
"HP";"Notebook";17.3;1600;900;0;"Intel";"Core i3";2.0;8;"HDD";1024;0;"Intel";" HD Graphics 520";"windows";2.65;28992;554;106
"HP";"Notebook";17.3;1920;1080;0;"Intel";"Core i7";2.7;8;"HDD";1024;0;"Nvidia";" GeForce 930MX";"windows";2.63;68198;555;127
"Asus";"Notebook";15.6;1366;768;0;"Intel";"Celeron Dual";1.1;4;"HDD";500;0;"Intel";" HD Graphics 500";"linux";2.0;11935;556;100
"Mediacom";"Notebook";13.3;1920;1080;0;"Intel";"Atom x5-Z8350";1.4;4;"Flash Storage";32;0;"Intel";" HD Graphics";"windows";1.35;13586;557;166
"Lenovo";"Notebook";17.3;1600;900;0;"Intel";"Core i7";2.7;6;"Hybrid";128;1024;"Nvidia";" GeForce 940MX";"windows";2.8;50563;558;106
"HP";"Notebook";15.6;1920;1080;0;"AMD";"A10-Series A10-9620P";2.5;6;"SSD";128;0;"AMD";" Radeon 530";"windows";1.91;30311;559;141
"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;"AMD";" Radeon R5 M420";"windows";2.18;32922;560;100
"Acer";"2 in 1 Convertible";11.6;1920;1080;1;"Intel";"Celeron Dual";2.0;4;"Flash Storage";32;0;"Intel";" HD Graphics 500";"windows";1.25;18595;561;190
"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i3";2.7;4;"SSD";128;0;"Intel";" HD Graphics 620";"windows";2.05;33566;562;141
"HP";"Ultrabook";13.3;3200;1800;1;"Intel";"Core M";1.2;16;"SSD";512;0;"Intel";" HD Graphics 515";"windows";1.16;104695;563;276
"Lenovo";"Notebook";17.3;1920;1080;0;"Intel";"Core i7";2.8;8;"SSD";256;0;"Nvidia";" Quadro M620M";"windows";3.4;159787;564;127
"Asus";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"Hybrid";128;1024;"Nvidia";" GeForce GTX 1050";"windows";2.5;44702;565;141
"Dell";"Ultrabook";13.3;3840;2160;1;"Intel";"Core i5";1.6;8;"SSD";128;0;"Intel";" UHD Graphics 620";"windows";1.21;85195;566;331
"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.6;4;"HDD";500;0;"Intel";" HD Graphics 620";"windows";1.93;51096;567;100
"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Pentium Quad";1.1;4;"HDD";500;0;"Intel";" HD Graphics 505";"windows";2.2;18328;569;141
"Lenovo";"Notebook";14.0;1366;768;0;"Intel";"Core i5";2.5;4;"HDD";500;0;"Intel";" HD Graphics 620";"windows";2.02;52747;570;112
"HP";"Workstation";17.3;1600;900;0;"Intel";"Core i5";2.8;8;"HDD";500;0;"Nvidia";" Quadro M1200";"windows";3.14;99154;571;106
"HP";"Notebook";14.0;1366;768;0;"Intel";"Pentium Quad";1.6;8;"HDD";2048;0;"Intel";" HD Graphics 405";"windows";1.94;20726;572;112
"HP";"Notebook";15.6;1920;1080;0;"AMD";"A9-Series A9-9420";3.0;6;"SSD";256;0;"AMD";" Radeon 530";"windows";1.95;34579;573;141
"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";2.3;44222;574;141
"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";1.6;4;"HDD";500;0;"Intel";" HD Graphics 620";"windows";2.05;36497;575;141
"Mediacom";"Notebook";14.0;1920;1080;0;"Intel";"Atom x5-Z8350";1.4;4;"SSD";32;0;"Intel";" HD Graphics";"windows";1.4;13267;576;157
"Toshiba";"Ultrabook";14.0;1920;1080;1;"Intel";"Core i7";2.7;16;"SSD";512;0;"Intel";" HD Graphics 620";"windows";1.24;99367;577;157
"Lenovo";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.7;32;"Hybrid";256;1024;"Nvidia";" GeForce GTX 1070";"windows";4.6;141885;578;127
"MSI";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.9;16;"Hybrid";512;1024;"Nvidia";" GeForce GTX 1070";"windows";4.14;145401;579;127
"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.7;8;"SSD";256;0;"AMD";" Radeon R5 M430";"linux";2.2;39907;580;141
"Mediacom";"Notebook";14.0;1920;1080;0;"Intel";"Celeron Quad";1.1;4;"SSD";32;0;"Intel";" HD Graphics 500";"windows";1.45;20726;581;157
"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.6;8;"HDD";500;0;"Intel";" HD Graphics 620";"windows";1.9;53734;582;100
"HP";"Notebook";13.3;1920;1080;0;"Intel";"Core i3";2.4;4;"SSD";128;0;"Intel";" HD Graphics 620";"windows";1.49;38308;583;166
"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.8;16;"SSD";256;0;"Nvidia";" GeForce 930MX";"windows";1.93;81912;584;141
"Dell";"Netbook";11.6;1366;768;0;"Intel";"Celeron Dual";1.6;4;"Flash Storage";16;0;"Intel";" HD Graphics 400";"other";1.26;15718;585;135
"MSI";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.7;16;"Hybrid";128;1024;"Nvidia";" GeForce GTX 980M";"windows";4.5;125155;586;127
"HP";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";" GeForce GTX 1050";"windows";3.78;79813;587;127
"Lenovo";"Ultrabook";14.0;1920;1080;0;"Intel";"Core i7";2.6;12;"SSD";256;0;"Intel";" HD Graphics 520";"windows";8.4;89137;588;157
"Lenovo";"Notebook";15.6;1366;768;1;"Intel";"Core i7";1.8;12;"HDD";1024;0;"Intel";" HD Graphics 620";"windows";2.2;32448;589;100
"Asus";"Gaming";17.3;1920;1080;0;"Intel";"Core i5";2.5;8;"Hybrid";128;1024;"Nvidia";" GeForce GTX 1060";"windows";2.73;94306;590;127
"Asus";"2 in 1 Convertible";15.6;1366;768;1;"Intel";"Core i5";2.5;8;"HDD";1024;0;"Intel";" HD Graphics 520";"windows";2.2;39374;591;100
"Lenovo";"Notebook";15.6;1920;1080;0;"AMD";"A12-Series 9720P";3.6;12;"SSD";512;0;"AMD";" Radeon 530";"windows";2.2;50563;592;141
"Dell";"2 in 1 Convertible";31.6;1366;768;1;"Intel";"Core M";1.0;4;"SSD";128;0;"Intel";" HD Graphics 615";"windows";1.39;32128;593;50
"Samsung";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.8;16;"Hybrid";128;1024;"Nvidia";" GeForce GTX 1050";"windows";2.5;90523;594;141
"Lenovo";"Notebook";17.3;1920;1080;0;"Intel";"Core i3";2.0;4;"HDD";500;0;"Intel";" HD Graphics 520";"other";2.8;28185;595;127
"Lenovo";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.3;8;"HDD";1024;0;"Intel";" HD Graphics 520";"windows";2.29;24456;596;100
"Lenovo";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";"Core i7";2.7;8;"SSD";512;0;"Intel";" HD Graphics 620";"windows";1.37;107892;597;166
"Lenovo";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";" HD Graphics 630";"windows";1.7;78535;598;157
"Dell";"2 in 1 Convertible";12.5;1920;1080;1;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";1.34;88978;599;176
"Dell";"Workstation";15.6;1920;1080;1;"Intel";"Core i7";2.8;8;"SSD";256;0;"Nvidia";" Quadro M620";"windows";2.06;93933;600;141
"HP";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.7;8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";1.84;64948;601;141
"HP";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.4;4;"HDD";500;0;"Intel";" HD Graphics 620";"windows";2.1;35617;602;100
"Acer";"Notebook";14.0;1920;1080;0;"Intel";"Celeron Quad";1.1;4;"Flash Storage";32;0;"Intel";" HD Graphics 500";"windows";1.6;17529;603;157
"MSI";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.7;16;"Hybrid";128;1024;"Nvidia";" GeForce GTX 970M";"windows";4.14;117163;604;127
"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;"AMD";" Radeon R5 M420";"linux";2.18;24775;605;100
"MSI";"Gaming";15.6;3840;2160;0;"Intel";"Core i7";2.8;16;"Hybrid";256;2048;"Nvidia";" GeForce GTX 1060";"windows";1.8;122491;606;282
"Toshiba";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.5;8;"SSD";256;0;"Intel";" HD Graphics 520";"windows";2.2;74539;607;141
"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;6;"HDD";1024;0;"Intel";" HD Graphics 620";"windows";2.4;30050;608;141
"Lenovo";"2 in 1 Convertible";15.6;1920;1080;1;"Intel";"Core i7";2.8;8;"SSD";256;0;"Intel";" HD Graphics 630";"windows";2.0;69211;609;141
"Acer";"Notebook";14.0;1366;768;0;"Intel";"Pentium Quad";1.6;4;"Flash Storage";128;0;"Intel";" HD Graphics 405";"windows";1.6;18595;610;112
"Lenovo";"Notebook";15.6;3840;2160;0;"Intel";"Xeon E3-1535M";3.1;32;"Hybrid";1024;0;"Nvidia";" Quadro M2200M";"windows";2.5;261019;611;282
"Dell";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.6;16;"HDD";1024;0;"Nvidia";" GeForce GTX 960<U+039C>";"windows";2.59;46834;612;141
"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;"Intel";" HD Graphics 520";"linux";2.18;23651;613;100
"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;"Intel";" HD Graphics 520";"linux";2.25;19128;614;100
"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.6;4;"HDD";500;0;"Intel";" HD Graphics 620";"linux";1.93;46300;615;100
"Asus";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;8;"Hybrid";128;1024;"Nvidia";" GeForce GTX 1050";"windows";3.0;62231;616;127
"HP";"Ultrabook";15.6;1920;1080;0;"Intel";"Core i7";2.7;8;"SSD";512;0;"Intel";" HD Graphics 620";"windows";1.84;74006;618;141
"MSI";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";" GeForce GTX 1070";"windows";2.94;120832;619;141
"Acer";"2 in 1 Convertible";11.6;1366;768;1;"Intel";"Celeron Quad";1.6;4;"Flash Storage";32;0;"Intel";" HD Graphics 400";"other";1.25;20193;620;135
"HP";"Notebook";14.0;1366;768;0;"Intel";"Core i5";2.6;8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";2.31;59887;621;112
"Lenovo";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";2.3;8;"SSD";256;0;"Intel";" HD Graphics 520";"windows";1.65;78055;622;157
"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";1.6;4;"HDD";1024;0;"AMD";" Radeon 530";"windows";2.2;41345;623;141
"Fujitsu";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";2.2;42571;624;100
"HP";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.3;4;"HDD";500;0;"Intel";" HD Graphics 520";"windows";1.88;49657;625;100
"Mediacom";"Notebook";14.0;1920;1080;0;"Intel";"Atom x5-Z8350";1.4;2;"Flash Storage";32;0;"Intel";" HD Graphics";"windows";1.4;12734;627;157
"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;4;"SSD";128;0;"Intel";" HD Graphics 620";"other";2.2;24935;628;141
"Asus";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";"Core i5";2.5;6;"HDD";1024;0;"Intel";" HD Graphics 620";"windows";1.5;34046;629;166
"Asus";"Ultrabook";14.0;1920;1080;0;"Intel";"Core i7";2.7;16;"SSD";512;0;"Intel";" HD Graphics 620";"windows";11.1;101232;631;157
"Dell";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";" GeForce GTX 1050 Ti";"windows";2.62;78801;632;141
"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";1.6;4;"SSD";256;0;"Intel";" UHD Graphics 620";"windows";1.8;44169;633;141
"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;"Nvidia";" GeForce 920MX ";"windows";2.2;30849;634;141
"Asus";"Notebook";15.6;1366;768;0;"Intel";"Celeron Dual";1.1;8;"HDD";1024;0;"Intel";" HD Graphics 500";"windows";2.0;21259;635;100
"Asus";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"HDD";1024;0;"Nvidia";" GeForce GTX 1050";"windows";1.99;48305;636;141
"Dell";"Ultrabook";13.3;3200;1800;1;"Intel";"Core i5";1.6;8;"SSD";256;0;"Intel";" UHD Graphics 620";"windows";1.23;99580;637;276
"Lenovo";"Notebook";14.0;1366;768;0;"Intel";"Celeron Dual";1.6;2;"Flash Storage";32;0;"Intel";" HD Graphics 400";"windows";1.42;13267;638;112
"Lenovo";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";"Core i7";2.7;8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";1.37;93635;639;166
"Dell";"Notebook";15.6;3840;2160;1;"Intel";"Core i7";2.8;16;"Hybrid";1024;0;"Nvidia";" GeForce GTX 1050";"windows";2.06;127819;640;282
"Lenovo";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;8;"Hybrid";128;1024;"Nvidia";" GeForce GTX 1050M";"windows";2.5;59088;641;141
"HP";"Notebook";17.0;1600;900;0;"AMD";"A9-Series 9420";3.0;8;"HDD";1024;0;"AMD";" Radeon R5";"windows";2.6;27754;642;108
"Lenovo";"Ultrabook";14.0;1920;1080;0;"Intel";"Core i7";2.7;16;"SSD";512;0;"Intel";" HD Graphics 620";"windows";1.14;130536;643;157
"Asus";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;8;"HDD";1024;0;"Nvidia";" GeForce GTX 1050 Ti";"other";2.5;62284;644;141
"Acer";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.0;4;"HDD";500;0;"Intel";" HD Graphics 520";"windows";2.4;23976;645;100
"Lenovo";"Notebook";14.0;1366;768;0;"Intel";"Celeron Dual";1.6;4;"Flash Storage";32;0;"Intel";" HD Graphics";"windows";1.43;14599;646;112
"Acer";"Ultrabook";14.0;1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";" Graphics 620";"windows";1.8;48964;647;157
"Razer";"Gaming";14.0;1920;1080;0;"Intel";"Core i7";2.8;16;"SSD";256;0;"Nvidia";" GeForce GTX 1060";"windows";1.95;138475;648;157
"Toshiba";"Notebook";13.3;1920;1080;0;"Intel";"Core i5";2.3;8;"SSD";256;0;"Intel";" HD Graphics 520";"windows";1.2;64629;649;166
"Lenovo";"Ultrabook";12.5;1920;1080;0;"Intel";"Core i7";2.7;8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";1.36;84396;650;176
"Asus";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.7;32;"SSD";512;0;"Nvidia";" GeForce GTX 1080";"windows";3.8;149131;651;127
"Acer";"Gaming";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"HDD";1024;0;"Nvidia";" GeForce GTX 1050";"linux";2.4;37776;652;141
"Dell";"Ultrabook";13.3;1920;1080;0;"Intel";"Core i5";1.6;8;"SSD";256;0;"Intel";" UHD Graphics 620";"windows";1.2;77251;653;166
"MSI";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;8;"Hybrid";128;1024;"Nvidia";" GeForce GTX 1050 Ti";"windows";2.2;63499;654;141
"HP";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.0;4;"HDD";500;0;"Intel";" HD Graphics 520";"other";1.86;19442;655;100
"Toshiba";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"HDD";500;0;"Intel";" HD Graphics 620";"windows";2.0;56690;656;141
"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";1.8;8;"SSD";256;0;"AMD";" Radeon 530";"windows";6.2;48964;657;141
"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";1.8;16;"Hybrid";256;2048;"AMD";" Radeon 530";"windows";2.2;60473;658;141
"Lenovo";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.6;8;"Hybrid";128;1024;"Nvidia";" GeForce GTX 960";"windows";3.31;63723;659;141
"Dell";"Gaming";17.3;3840;2160;0;"Intel";"Core i7";2.8;32;"Hybrid";512;1024;"Nvidia";" GeForce GTX 1070";"windows";4.42;167692;660;255
"Dell";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";2.4;8;"SSD";256;0;"Intel";" HD Graphics 520";"windows";1.56;65481;661;157
"Lenovo";"Notebook";15.6;1366;768;0;"Intel";"Celeron Dual";1.1;4;"HDD";500;0;"Intel";" HD Graphics 500";"windows";2.2;22324;662;100
"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.3;4;"HDD";500;0;"Intel";" HD Graphics 520";"windows";2.2;28505;663;141
"HP";"Notebook";15.6;1920;1080;0;"Intel";"Core i3";2.0;6;"HDD";1024;0;"AMD";" Radeon R5 M430";"windows";2.04;28718;664;141
"MSI";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;8;"Hybrid";128;1024;"Nvidia";" GeForce GTX 1060";"windows";2.7;79215;665;127
"Toshiba";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.1;4;"SSD";128;0;"Intel";" HD Graphics 520";"windows";2.1;26533;666;100
"HP";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.7;8;"HDD";1024;0;"AMD";" Radeon 530";"windows";2.1;39694;668;141
"Toshiba";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";2.0;67026;669;141
"Acer";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.0;4;"SSD";128;0;"Intel";" HD Graphics 520";"linux";2.1;21951;670;100
"Microsoft";"Ultrabook";13.5;2256;1504;1;"Intel";"Core i7";2.8;8;"SSD";256;0;"Intel";" Iris Plus Graphics 640";"windows";1.25;99519;671;201
"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"Hybrid";128;1024;"AMD";" Radeon R5 M430";"windows";1.9;43580;672;141
"Lenovo";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";1.3;55092;673;166
"Lenovo";"Notebook";35.6;1366;768;0;"AMD";"E-Series E2-9000";2.2;4;"SSD";128;0;"AMD";" Radeon R2 Graphics";"windows";2.2;18595;674;44
"HP";"2 in 1 Convertible";14.0;1920;1080;1;"Intel";"Core i3";2.4;4;"SSD";128;0;"Nvidia";" GeForce 940MX";"windows";1.63;37243;675;157
"MSI";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";" GeForce GTX 1050";"windows";2.4;68944;676;141
"Asus";"Ultrabook";14.0;1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";1.1;60473;677;157
"HP";"2 in 1 Convertible";11.6;1366;768;1;"Intel";"Celeron Dual";1.1;8;"Flash Storage";64;0;"Intel";" HD Graphics 500";"other";1.4;26374;678;135
"LG";"Ultrabook";15.6;1920;1080;0;"Intel";"Core i7";1.8;8;"SSD";512;0;"Intel";" HD Graphics 620";"windows";1.09;122491;679;141
"Acer";"Gaming";15.6;1920;1080;0;"Intel";"Core i5";2.5;16;"SSD";256;0;"Nvidia";" GeForce GTX 1050 Ti";"windows";2.5;69211;680;141
"MSI";"Gaming";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Nvidia";" GeForce GTX 1050";"windows";2.2;53168;681;141
"Asus";"Notebook";15.6;1366;768;0;"Intel";"Celeron Dual";1.1;4;"SSD";128;0;"Intel";" HD Graphics 500";"windows";1.86;22324;682;100
"Dell";"Gaming";15.6;1920;1080;0;"Intel";"Core i5";2.5;16;"Hybrid";128;1024;"Nvidia";" GeForce GTX 1060";"windows";3.21;109277;683;141
"HP";"Notebook";17.3;1920;1080;0;"Intel";"Core i3";2.0;4;"SSD";256;0;"AMD";" Radeon R5 520";"windows";2.5;37243;684;127
"Lenovo";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";"Core i7";1.8;8;"SSD";512;0;"Intel";" UHD Graphics 620";"windows";1.19;79867;685;166
"Dell";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.9;16;"Hybrid";256;1024;"Nvidia";" GeForce GTX 1070";"windows";3.49;149917;686;141
"HP";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.5;4;"HDD";500;0;"AMD";" Radeon 520";"windows";1.86;32640;687;100
